Date,Observers,Year,StudyYear,Site,Transect,Plot,Plant_ID,BGDensity,BGCover,ShrubCover,ForbCover,NGCover,PlotSlope,Aspect,Vegetative_culms,Reproductive_culms,Longestleaflength_cm,Total_Live_Culms,Notes,Latitude,Longitude,Elevation_ft,SiteDateTransectID,Prev_year_precip,MAP,MAT,Perc_dev,Deviation_mm,HerbCover,BGCover_log,BGDensity_log,Change_Reproductive_culms,Change_Total_Live_Culms,Change_BGDensity,Change_BGCover,Change_NGCover,Change_ForbCover,Change_HerbCover,Change_ShrubCover
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,95,116,5.75,67,22,0,0,9.2,N,43,32,110.6,75,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.204692619390966,1.749199854809259,32,75,0.3125,-23,-3,-0.5,-3.5,7
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,96,117,7.6875,90,5,0.5,3,12.8,N,15,11,117,26,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,2.0395956331326364,4,-3,3.875,40,3,-0.5,2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,118,3.25,90,0,0.5,3,6.6,N,30,28,154,58,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,15,31,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,118,3.4375,66,0.5,0,0,6.6,N,25,27,112.6,52,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,-1,-6,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,119,3.25,90,0,0.5,3,6.6,N,16,17,138,33,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,-6,-10,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,119,3.4375,66,0.5,0,0,6.6,N,21,11,106.8,32,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,-6,-1,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,120,3.25,90,0,0.5,3,6.6,N,50,88,108,138,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,38,43,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,120,3.4375,66,0.5,0,0,6.6,N,78,47,123.6,125,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,-41,-13,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,121,3.25,90,0,0.5,3,6.6,N,34,14,130,48,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,5,21,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,121,3.4375,66,0.5,0,0,6.6,N,33,25,121.4,58,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,11,10,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,122,3.25,90,0,0.5,3,6.6,N,1,17,109,18,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,7,1,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,122,3.4375,66,0.5,0,0,6.6,N,8,4,93.2,12,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,-13,-6,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,123,3.25,90,0,0.5,3,6.6,N,46,10,125,56,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,-19,-17,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,123,3.4375,66,0.5,0,0,6.6,N,65,7,102.4,72,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,-3,16,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,124,3.25,90,0,0.5,3,6.6,N,0,0,0,0,plant dead,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,-1,-5,0.3125,45,3,-0.5,2.5,-10
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,125,3.25,90,0,0.5,3,6.6,N,0,0,0,0,plant dead,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,-20,-21,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,125,3.4375,66,0.5,0,0,6.6,N,59,44,118.6,103,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,44,103,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,126,3.25,90,0,0.5,3,6.6,N,23,25,131,48,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,-6,8,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,126,3.4375,66,0.5,0,0,6.6,N,26,29,114,55,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,4,7,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_5,94,127,3.25,90,0,0.5,3,6.6,N,25,47,143,72,NA,32.21626666666667,-111.00651666666668,2885,18,360.42,275.87,20.9,0.3064849385580165,84.55000000000001,3.5,4.499809670330265,1.1786549963416462,30,34,0.3125,45,3,-0.5,2.5,-10
2022-11-14T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_5,94,127,3.4375,66,0.5,0,0,6.6,N,52,46,118,98,NA,32.21626666666667,-111.00651666666668,2885,35,244.44,275.87,20.9,-0.11393047449885818,-31.430000000000007,0,4.189654742026425,1.2347444629926896,-1,26,0.1875,-24,-3,-0.5,-3.5,0.5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,128,24.4375,60,0,3,10,17,W,9,22,105,31,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,10,16,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,128,9.3125,23,0,0,0.5,17,W,64,12,89.8,76,NA,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,-10,45,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,129,24.4375,60,0,3,10,17,W,6,0,61,6,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-6,-3,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,129,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-6,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,130,24.4375,60,0,3,10,17,W,5,0,64,5,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-1,4,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,130,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-5,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,131,24.4375,60,0,3,10,17,W,9,0,60,9,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-7,-6,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,131,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-9,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,132,24.4375,60,0,3,10,17,W,5,0,55,5,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-6,-3,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,132,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-5,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,133,24.4375,60,0,3,10,17,W,6,0,52,6,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-3,1,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,133,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-6,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,134,24.4375,60,0,3,10,17,W,2,12,94,14,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-18,-20,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,134,9.3125,23,0,0,0.5,17,W,24,3,83.2,27,NA,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,-9,13,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,135,24.4375,60,0,3,10,17,W,5,0,60,5,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-13,-10,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,135,9.3125,23,0,0,0.5,17,W,1,0,40.2,1,NA,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-4,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,136,24.4375,60,0,3,10,17,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-16,-17,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,136,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,0,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,218,137,24.4375,60,0,3,10,17,W,1,0,41,1,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,13,4.0943445622221,3.1961188377455847,-3,-2,19.6875,30,9,1,10,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,218,137,9.3125,23,0,0,0.5,17,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,3.1354942159291497,2.231357583705678,0,-1,-15.125,-37,-9.5,-3,-12.5,0
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,138,16.5,75,10,4,8,16.4,W,5,0,65,5,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-13,-11,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,138,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,-5,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,139,16.5,75,10,4,8,16.4,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-10,-16,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,139,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,0,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,140,16.5,75,10,4,8,16.4,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-5,-6,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,140,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,0,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,141,16.5,75,10,4,8,16.4,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-5,-8,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,141,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,0,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,142,16.5,75,10,4,8,16.4,W,2,0,71,2,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-1,0,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,142,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,-2,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,143,16.5,75,10,4,8,16.4,W,9,0,70,9,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-2,6,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,143,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,-9,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,144,16.5,75,10,4,8,16.4,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-6,-10,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,144,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,0,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,145,16.5,75,10,4,8,16.4,W,14,2,90,16,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-11,0,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,145,6.75,25,7,0,1,16.4,W,9,0,66.4,9,NA,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,-2,-7,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,146,16.5,75,10,4,8,16.4,W,9,0,93,9,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-29,-26,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,146,6.75,25,7,0,1,16.4,W,13,0,88,13,NA,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,4,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,219,147,16.5,75,10,4,8,16.4,W,2,0,50,2,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,12,4.31748811353631,2.803360380906535,-11,-12,11.125,35,7.5,1,8.5,0
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,219,147,6.75,25,7,0,1,16.4,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,1,3.2188758248682006,1.9095425048844386,0,-2,-9.75,-50,-7,-4,-11,-3
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,148,15.5,50,15,0,3,17.2,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-29,-34,6.375,0,1,-2,-1,-15
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,220,148,8.5,20,10,0,0.5,17.2,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,2.995732273553991,2.1400661634962708,0,0,-7,-30,-2.5,0,-2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,149,15.5,50,15,0,3,17.2,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-5,-8,6.375,0,1,-2,-1,-15
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,220,149,8.5,20,10,0,0.5,17.2,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,2.995732273553991,2.1400661634962708,0,0,-7,-30,-2.5,0,-2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,150,15.5,50,15,0,3,17.2,W,3,0,50,3,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-5,-4,6.375,0,1,-2,-1,-15
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,220,150,8.5,20,10,0,0.5,17.2,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,2.995732273553991,2.1400661634962708,0,-3,-7,-30,-2.5,0,-2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,151,15.5,50,15,0,3,17.2,W,5,0,63,5,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-23,-26,6.375,0,1,-2,-1,-15
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,220,151,8.5,20,10,0,0.5,17.2,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,2.995732273553991,2.1400661634962708,0,-5,-7,-30,-2.5,0,-2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,152,15.5,50,15,0,3,17.2,W,4,0,65,4,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-7,-5,6.375,0,1,-2,-1,-15
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,220,152,8.5,20,10,0,0.5,17.2,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,2.995732273553991,2.1400661634962708,0,-4,-7,-30,-2.5,0,-2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,153,15.5,50,15,0,3,17.2,W,3,0,61,3,NA,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-9,-10,6.375,0,1,-2,-1,-15
2022-11-29T00:00:00Z,"KH, AK",2022,3,TumamocHill,5_6,220,153,8.5,20,10,0,0.5,17.2,W,0,0,0,0,dead,32.215583333333335,-111.00808333333332,2805,36,244.38,276.04,20.9,-0.11469352267787285,-31.660000000000025,0.5,2.995732273553991,2.1400661634962708,0,-3,-7,-30,-2.5,0,-2.5,-5
2021-09-25T00:00:00Z,"KH, SZ, Jill, Ashley, Sophia, Dalton, Eric, Ginger",2021,2,TumamocHill,5_6,220,154,15.5,50,15,0,3,17.2,W,0,0,0,0,plant dead,32.215583333333335,-111.00808333333332,2805,19,360.76,276.04,20.9,0.306912041733082,84.71999999999997,3,3.912023005428146,2.740840023925201,-5,-7,6.375,0,1,-2,-1,-15
